Symbol_1,Symbol_2,DTW
MMM,ABT,15.747728026483255
MMM,ABBV,19.99644695145303
MMM,ABMD,28.326924579758852
MMM,ACN,19.238074569321995
MMM,ATVI,25.89490473889687
MMM,ADBE,22.117304411183092
MMM,AMD,43.16191054182505
MMM,AAP,22.178107779786394
MMM,AES,25.611165677892025
MMM,AMG,20.728960897665704
MMM,AFL,16.228251971390236
MMM,A,20.630778010349147
MMM,APD,18.441648858449152
MMM,AKAM,21.85221204401887
MMM,ALK,27.768811934972216
MMM,ALB,26.285797294607775
MMM,ARE,19.287041909346996
MMM,ALGN,28.155037939989167
MMM,ALLE,19.134677482211966
MMM,LNT,19.46727699148403
MMM,ALL,19.012258821720195
MMM,GOOGL,20.239336243624034
MMM,GOOG,20.166116423512882
MMM,MO,17.30758961057379
MMM,AMZN,21.596497924297804
MMM,AEE,19.453998816383336
MMM,AAL,32.11524317270939
MMM,AEP,19.517697571223593
MMM,AXP,18.402241494777275
MMM,AIG,20.847888284324043
MMM,AMT,19.559722668136377
MMM,AWK,16.317172533852183
MMM,AMP,21.179499585067234
MMM,ABC,19.938528437826324
MMM,AME,19.40535770779428
MMM,AMGN,19.511135230666152
MMM,APH,16.85376695890697
MMM,ADI,19.17909979648199
MMM,ANSS,21.238693604367256
MMM,ANTM,20.43904067933108
MMM,AON,19.681559735723162
MMM,AOS,17.48856846064818
MMM,APA,38.550433883939014
MMM,AIV,23.734452478106416
MMM,AAPL,21.49514279029235
MMM,AMAT,29.710023103366105
MMM,APTV,22.028053606914444
MMM,ADM,20.02736864591919
MMM,ANET,27.14911026605995
MMM,AJG,19.75178943447094
MMM,AIZ,20.56609695956634
MMM,T,17.33503495753432
MMM,ADSK,24.128252839916623
MMM,ADP,17.174783813668135
MMM,AZO,20.20393913538455
MMM,AVB,18.90972474380102
MMM,AVY,15.571653988048059
MMM,BLL,19.859258052544934
MMM,BAC,22.785184683910447
MMM,BK,17.43519853721604
MMM,BAX,19.293680673594864
MMM,BDX,16.08885759310374
MMM,BRK-B,16.435597624096623
MMM,BBY,26.279856864239274
MMM,BIIB,24.873628481407398
MMM,BLK,18.346168564507785
MMM,HRB,25.08344361494406
MMM,BA,25.238932497492627
MMM,BKNG,19.826097132965327
MMM,BWA,23.431413673100515
MMM,BXP,21.020788128635516
MMM,BSX,21.76515963728514
MMM,BMY,18.616957541226498
MMM,AVGO,25.54941663368075
MMM,BR,15.85873149214602
MMM,BF-B,17.288540971148926
MMM,CHRW,16.819782907375576
MMM,CDNS,22.3065293319982
MMM,CPB,20.524256311023883
MMM,COF,20.632784140397984
MMM,CPRI,32.01885099819135
MMM,CAH,21.668988536132634
MMM,KMX,24.752987700147536
MMM,CCL,29.004576362581666
MMM,CAT,17.602999783185464
MMM,CBOE,20.734090917262527
MMM,CBRE,22.62139735734048
MMM,CE,20.93922462466853
MMM,CNC,25.52798289734822
MMM,CNP,17.82755862938839
MMM,CERN,17.824739310793056
MMM,CF,28.301610745993823
MMM,SCHW,21.22323526066848
MMM,CHTR,21.73271984795652
MMM,CVX,20.564016545947837
MMM,CMG,24.758637210606945
MMM,CB,18.318531536552758
MMM,CHD,18.961104546847054
MMM,CI,22.42953799296194
MMM,CINF,18.35606213740101
MMM,CTAS,20.87294235087464
MMM,CSCO,16.995470596321383
MMM,C,20.068601323922167
MMM,CFG,23.476666436524674
MMM,CTXS,22.242655301464183
MMM,CLX,19.2812429859406
MMM,CME,18.818652611832317
MMM,CMS,18.91897450878835
MMM,KO,18.081847688919765
MMM,CTSH,19.96295567563744
MMM,CL,15.280130792999053
MMM,CMCSA,17.13275171905791
MMM,CMA,24.26226731064486
MMM,CAG,19.766607947597848
MMM,COP,27.42319788557271
MMM,ED,19.347268759099265
MMM,STZ,17.563836611054313
MMM,COO,20.016261794107805
MMM,CPRT,19.33224553506048
MMM,GLW,16.43245801708636
MMM,COST,18.368986915058954
MMM,COTY,33.371315357200295
MMM,CCI,18.99838706341601
MMM,CSX,19.02342246795491
MMM,CMI,17.311923873156672
MMM,CVS,18.140161336960638
MMM,DHI,25.330712310745337
MMM,DHR,17.08041894642038
MMM,DRI,22.647580366030915
MMM,DVA,20.333569096428683
MMM,DE,17.932518249212364
MMM,DAL,28.19094040918071
MMM,XRAY,20.464703949570325
MMM,DVN,36.86522915824657
MMM,FANG,32.793437873225955
MMM,DLR,19.98719757066821
MMM,DFS,20.926083656725503
MMM,DISCA,29.322009627329223
MMM,DISCK,25.427579896440285
MMM,DISH,25.102766711644758
MMM,DG,21.039060999837993
MMM,DLTR,20.29202736487391
MMM,D,18.44708876397801
MMM,DOV,20.612934354535916
MMM,DTE,19.215470756103155
MMM,DRE,18.900426065163785
MMM,DUK,18.280219517435984
MMM,DXC,26.657272202218298
MMM,EMN,19.566790139466562
MMM,ETN,17.795447851012007
MMM,EBAY,22.619973255551187
MMM,ECL,16.577829028542794
MMM,EIX,17.62778511790232
MMM,EW,21.1498504697664
MMM,EA,20.277216026421907
MMM,EMR,19.88381385537879
MMM,ETR,20.462285366657802
MMM,EOG,27.214365892604036
MMM,EFX,20.965939512771975
MMM,EQIX,20.252662761281965
MMM,EQR,18.74098015957854
MMM,ESS,20.229343898174744
MMM,EL,19.50057485080054
MMM,EVRG,19.5102912008169
MMM,ES,19.596055126785473
MMM,RE,19.171969436205277
MMM,EXC,17.412230774542287
MMM,EXPE,23.759199299891844
MMM,EXPD,16.290860281272394
MMM,EXR,20.352703033369398
MMM,XOM,18.608545202591625
MMM,FFIV,20.436216374150113
MMM,FB,19.749118487257277
MMM,FAST,22.22298873970048
MMM,FRT,20.094800105732112
MMM,FDX,19.00040433589821
MMM,FIS,20.018713627683653
MMM,FITB,21.585459003569582
MMM,FE,21.029389041662867
MMM,FRC,20.73346706361051
MMM,FISV,20.620107991103822
MMM,FLT,22.018638101921773
MMM,FLS,25.0467205077578
MMM,FLR,30.157741849565816
MMM,FMC,23.176209938776744
MMM,FL,26.567599820052205
MMM,F,22.233915596279324
MMM,FTNT,24.902200281775954
MMM,FBHS,22.51627826275084
MMM,BEN,20.136933278671293
MMM,FCX,40.475030532343226
MMM,GPS,32.5856718452965
MMM,GRMN,20.27872683866121
MMM,IT,18.659085056181848
MMM,GD,16.865085502026304
MMM,GE,27.642631727166055
MMM,GIS,17.51430723695637
MMM,GM,22.225261255767016
MMM,GPC,16.179112490380437
MMM,GILD,19.828201822579064
MMM,GPN,22.221926440240825
MMM,GS,22.17465569612019
MMM,GT,25.734494973077453
MMM,GWW,21.562096023493016
MMM,HAL,28.037875146668622
MMM,HBI,24.5449841615359
MMM,HOG,24.647883091761756
MMM,HIG,19.247577109778746
MMM,HAS,20.708183630139963
MMM,HCA,21.21343466188697
MMM,HP,33.18369599566057
MMM,HSIC,17.685976223179022
MMM,HSY,15.898013533201446
MMM,HES,31.645751700111724
MMM,HLT,22.65358515356172
MMM,HOLX,20.899011851199308
MMM,HD,18.814176659577964
MMM,HON,16.725430596013744
MMM,HRL,20.439179775332683
MMM,HST,21.875986156551992
MMM,HPQ,22.204163363798767
MMM,HUM,20.464210510155418
MMM,HBAN,20.969217777452933
MMM,HII,20.05860554708351
MMM,IDXX,20.96774141552251
MMM,INFO,18.9617807854493
MMM,ITW,15.253099165690887
MMM,ILMN,24.714201253551874
MMM,INTC,23.038715169006124
MMM,ICE,18.50250193995265
MMM,IBM,16.965101673963876
MMM,INCY,30.442589092856927
MMM,IP,18.241666012179863
MMM,IPG,20.03974777229121
MMM,IFF,18.76426556416614
MMM,INTU,21.416630787262093
MMM,ISRG,19.370744618589693
MMM,IVZ,25.100196040510305
MMM,IPGP,27.452384101980467
MMM,IQV,18.168696108338466
MMM,IRM,22.03074054776401
MMM,JKHY,18.427185348097854
MMM,JBHT,18.844706951437097
MMM,JEF,22.524794424509796
MMM,SJM,16.4968714382109
MMM,JNJ,15.484857208571512
MMM,JCI,17.198647806382354
MMM,JPM,19.68696379582871
MMM,JNPR,20.28086976838185
MMM,K,17.941395114720542
MMM,KEY,21.82627309420423
MMM,KEYS,21.48883005432552
MMM,KMB,18.69759517354226
MMM,KIM,24.530231776759784
MMM,KMI,24.827823118197898
MMM,KLAC,26.099939531772186
MMM,KSS,31.896590975844
MMM,KR,22.612911284378896
MMM,LLL,78.39991537732273
MMM,LH,16.93327084979681
MMM,LRCX,28.36083524135949
MMM,LEG,22.929605028441845
MMM,LEN,24.710108175890653
MMM,LLY,25.64098433405291
MMM,LNC,24.169204484392584
MMM,LIN,18.245715690153247
MMM,LKQ,21.413044798272406
MMM,LMT,19.877996939063706
MMM,L,16.03044044865252
MMM,LOW,20.49204496882043
MMM,LYB,22.232172047831362
MMM,MTB,19.477346656630157
MMM,MAC,28.321276877855983
MMM,M,34.298535641060546
MMM,MRO,39.599320555290646
MMM,MPC,26.63360371570963
MMM,MAR,20.662934845991664
MMM,MMC,18.472680087111105
MMM,MLM,24.021034519018805
MMM,MAS,19.395131964656446
MMM,MA,22.670737526129113
MMM,MAT,26.775148491063028
MMM,MKC,19.02960502814404
MMM,MCD,17.475410848221454
MMM,MCK,20.250285996749785
MMM,MDT,19.461150099912288
MMM,MRK,19.438058340012056
MMM,MET,20.106594360515487
MMM,MTD,19.534392975442604
MMM,MGM,30.523566142988386
MMM,MCHP,23.792246804917944
MMM,MU,33.7319348491603
MMM,MSFT,20.966719833594496
MMM,MAA,18.97005166388592
MMM,MHK,23.30465788249351
MMM,TAP,19.79144287845911
MMM,MDLZ,19.07445088630073
MMM,MNST,20.888105843238723
MMM,MCO,21.54722147440594
MMM,MS,18.77572109535305
MMM,MOS,32.918010601338246
MMM,MSI,17.582372728215116
MMM,MSCI,21.815937624112525
MMM,NDAQ,18.78711727583446
MMM,NOV,30.85724991658502
MMM,NKTR,41.33759142782281
MMM,NTAP,22.35958653133778
MMM,NFLX,27.2259477819063
MMM,NWL,22.90801709014881
MMM,NEM,26.171581561927354
MMM,NWSA,20.929300576591423
MMM,NWS,21.917246359113
MMM,NEE,21.21047511196554
MMM,NLSN,21.755132046550557
MMM,NKE,22.57467035719884
MMM,NI,19.324683597492033
MMM,JWN,34.50411060591499
MMM,NSC,17.437884432845024
MMM,NTRS,18.641661890481302
MMM,NOC,18.768525756621152
MMM,NCLH,34.988612377648664
MMM,NRG,29.47953797301337
MMM,NUE,21.601727079966636
MMM,NVDA,30.950821632867438
MMM,ORLY,22.604720591267636
MMM,OXY,29.24379634674208
MMM,OMC,20.530866891618818
MMM,OKE,27.220631408045946
MMM,ORCL,18.574436054376562
MMM,PCAR,17.426147404573385
MMM,PKG,19.60716264395244
MMM,PH,20.584511264564476
MMM,PAYX,14.615678284065499
MMM,PNR,20.192475530188677
MMM,PBCT,19.896003487329715
MMM,PEP,18.182595561884302
MMM,PKI,19.653784186480635
MMM,PRGO,27.4206710393959
MMM,PFE,16.677306766020155
MMM,PM,16.000093513590294
MMM,PSX,23.531548103485793
MMM,PNW,18.968533139815662
MMM,PXD,27.115070996779863
MMM,PNC,18.972143143542876
MMM,RL,26.060875420112783
MMM,PPG,15.833685841763309
MMM,PPL,18.347756667381162
MMM,PFG,19.129597273665702
MMM,PG,18.445075171161925
MMM,PGR,17.775630913528794
MMM,PLD,20.753420659916443
MMM,PRU,19.310427392020475
MMM,PEG,17.210081626726375
MMM,PSA,19.671074438430384
MMM,PHM,25.81159586633223
MMM,PVH,27.720688257130092
MMM,QRVO,30.12373204965551
MMM,PWR,23.738724020988084
MMM,QCOM,23.901914512884716
MMM,DGX,19.65435584259715
MMM,RJF,18.922187415851795
MMM,O,20.261842713285485
MMM,REG,20.36583595399173
MMM,REGN,25.598914183688212
MMM,RF,25.606639801775415
MMM,RSG,18.483126812027816
MMM,RMD,20.317634568798415
MMM,RHI,19.683445169268598
MMM,ROK,18.567257460585076
MMM,ROL,19.236468060571557
MMM,ROP,17.88925156570658
MMM,ROST,24.728567433292653
MMM,RCL,31.439193865058645
MMM,CRM,27.72301928031986
MMM,SBAC,21.157181895268184
MMM,SLB,23.997076008761592
MMM,STX,27.800304523370208
MMM,SEE,18.291803150794028
MMM,SRE,19.909821089460028
MMM,SHW,19.355975349854035
MMM,SPG,21.63631631501894
MMM,SWKS,27.2796276978836
MMM,SLG,21.527813103889876
MMM,SNA,18.05410695200582
MMM,SO,20.34333517866075
MMM,LUV,24.869464583760916
MMM,SPGI,21.11038747256036
MMM,SWK,19.631501188283842
MMM,SBUX,19.775370359965557
MMM,STT,22.681271853067706
MMM,SYK,18.90366361732588
MMM,SIVB,26.111795732578535
MMM,SYF,22.10224960126419
MMM,SNPS,20.26169081371196
MMM,SYY,18.671108778523205
MMM,TROW,19.704217177856776
MMM,TTWO,23.38769055354259
MMM,TPR,27.867488745417802
